country,sender nationality,reciever nationality,debit,credit
OM,OM,OM,0.4,0.0
IE,OM,IE,371.11,0.0
IE,OM,IE,196.35,0.0
IE,OM,IE,196.35,0.0
OM,OM,OM,3.0,0.0
OM,OM,OM,1.0,0.0
OM,OM,OM,0.6,0.0
OM,JO,OM,3.7,0.0
OM,JO,OM,8.4,0.0
OM,EG,OM,3.96,0.0
OM,IN,OM,2.0,0.0
OM,IN,OM,15.0,0.0
OM,OM,OM,11.0,0.0
OM,OM,OM,2.7,0.0
OM,OM,OM,13.8,0.0
OM,OM,OM,6.09,0.0
OM,OM,OM,4.18,0.0
OM,OM,OM,3.0,0.0
OM,OM,OM,3.0,0.0
OM,OM,OM,15.5,0.0
IE,IN,IE,1.04,0.0
IE,IN,IE,1.04,0.0
OM,OM,OM,20.6,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,2.0,0.0
OM,OM,OM,13.36,0.0
OM,OM,OM,12.5,0.0
OM,OM,OM,24.12,0.0
OM,OM,OM,2.7,0.0
OM,OM,OM,1.7,0.0
OM,OM,OM,13.3,0.0
JO,JO,JO,10.37,0.0
OM,GB,OM,47.27,0.0
OM,GB,OM,36.25,0.0
SA,MA,SA,15.84,0.0
EG,MA,EG,75.66,0.0
OM,SY,OM,4.19,0.0
OM,BH,OM,77.5,0.0
OM,BH,OM,2.2,0.0
OM,BH,OM,4.91,0.0
OM,OM,OM,5.0,0.0
OM,IN,OM,23.74,0.0
OM,IN,OM,13.45,0.0
IE,LB,IE,0.38,0.0
IE,LB,IE,11.67,0.0
NL,LB,NL,6.14,0.0
OM,OM,OM,2.52,0.0
OM,OM,OM,39.12,0.0
OM,IN,OM,19.24,0.0
OM,IN,OM,23.3,0.0
OM,OM,OM,4.9,0.0
OM,OM,OM,4.0,0.0
OM,OM,OM,4.81,0.0
OM,OM,OM,2.3,0.0
OM,OM,OM,8.5,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,6.9,0.0
OM,OM,OM,10.69,0.0
OM,OM,OM,1.27,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,0.8,0.0
OM,ID,OM,8.0,0.0
OM,IN,OM,6.87,0.0
OM,IN,OM,1.17,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,3.15,0.0
OM,OM,OM,2.0,0.0
OM,OM,OM,10.0,0.0
OM,IN,OM,13.5,0.0
OM,OM,OM,6.3,0.0
OM,IN,OM,11.01,0.0
OM,OM,OM,6.34,0.0
OM,OM,OM,29.04,0.0
OM,OM,OM,17.85,0.0
OM,OM,OM,33.0,0.0
OM,OM,OM,53.08,0.0
OM,OM,OM,9.79,0.0
OM,OM,OM,10.75,0.0
OM,OM,OM,3.42,0.0
OM,OM,OM,9.5,0.0
SA,OM,SA,1780.37,0.0
SA,OM,SA,1780.64,0.0
SA,OM,SA,1571.16,0.0
SA,OM,SA,350.42,0.0
AE,OM,AE,90.5,0.0
AE,OM,AE,30.92,0.0
AE,OM,AE,15.93,0.0
OM,OM,OM,3.46,0.0
OM,OM,OM,6.79,0.0
OM,JO,OM,23.69,0.0
OM,OM,OM,22.66,0.0
OM,OM,OM,15.4,0.0
OM,OM,OM,6.08,0.0
OM,OM,OM,11.7,0.0
OM,OM,OM,25.0,0.0
OM,OM,OM,7.47,0.0
OM,OM,OM,4.4,0.0
KW,JO,KW,141.91,0.0
OM,JO,OM,4.9,0.0
OM,LB,OM,10.4,0.0
OM,LB,OM,32.0,0.0
OM,LB,OM,4.55,0.0
OM,OM,OM,16.0,0.0
OM,OM,OM,3.0,0.0
OM,OM,OM,16.43,0.0
OM,OM,OM,13.12,0.0
OM,JO,OM,1.05,0.0
ES,OM,ES,101.52,0.0
IE,JO,IE,4359.12,0.0
IT,IT,IT,31.83,0.0
IT,IT,IT,29.71,0.0
AE,OM,AE,5.46,0.0
OM,OM,OM,3.4,0.0
OM,OM,OM,6.87,0.0
GB,OM,GB,3.93,0.0
OM,OM,OM,6.3,0.0
OM,OM,OM,29.7,0.0
OM,OM,OM,10.35,0.0
OM,OM,OM,41.29,0.0
OM,JO,OM,2.6,0.0
OM,JO,OM,2.4,0.0
OM,JO,OM,85.0,0.0
OM,PK,OM,4.64,0.0
OM,PK,OM,2.79,0.0
OM,IN,OM,46.0,0.0
AE,US,AE,117.23,0.0
OM,OM,OM,2.57,0.0
OM,US,OM,1.54,0.0
OM,US,OM,1.67,0.0
OM,US,OM,4.4,0.0
OM,OM,OM,6.0,0.0
CY,OM,CY,589.05,0.0
OM,IN,OM,6.0,0.0
OM,IN,OM,6.0,0.0
OM,IN,OM,10.0,0.0
DE,SY,DE,18.19,0.0
DE,SY,DE,1.28,0.0
OM,IN,OM,3.0,0.0
OM,IN,OM,11.86,0.0
OM,IN,OM,2.53,0.0
AE,IN,AE,23.53,0.0
US,OM,US,6.38,0.0
OM,IT,OM,62.51,0.0
OM,JO,OM,1.05,0.0
OM,PK,OM,5.19,0.0
OM,PK,OM,0.94,0.0
OM,PK,OM,12.4,0.0
OM,PK,OM,6.42,0.0
NL,PK,NL,6.2,0.0
OM,IN,OM,1.27,0.0
AE,OM,AE,3.49,0.0
OM,OM,OM,5.2,0.0
OM,OM,OM,15.55,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,2.95,0.0
OM,OM,OM,2.0,0.0
GB,OM,GB,14.44,0.0
OM,OM,OM,5.56,0.0
OM,OM,OM,17.58,0.0
OM,OM,OM,1.0,0.0
OM,OM,OM,10.15,0.0
OM,OM,OM,13.0,0.0
OM,OM,OM,1.9,0.0
AE,OM,AE,21.72,0.0
OM,OM,OM,6.8,0.0
OM,OM,OM,26.29,0.0
OM,OM,OM,2.0,0.0
GB,JO,GB,4.96,0.0
GB,JO,GB,2.48,0.0
GB,JO,GB,6.12,0.0
GB,JO,GB,1.88,0.0
GB,JO,GB,0.71,0.0
DE,OM,DE,612.73,0.0
OM,PK,OM,5.14,0.0
AE,PK,AE,1.6,0.0
OM,OM,OM,29.4,0.0
OM,OM,OM,1.46,0.0
OM,PK,OM,10.2,0.0
OM,PK,OM,5.67,0.0
OM,IN,OM,10.0,0.0
OM,PK,OM,19.99,0.0
OM,PK,OM,2.6,0.0
OM,EG,OM,8.09,0.0
OM,OM,OM,8.72,0.0
OM,OM,OM,158.89,0.0
OM,OM,OM,4.13,0.0
OM,CA,OM,19.8,0.0
OM,CA,OM,18.5,0.0
OM,IN,OM,6.5,0.0
OM,EG,OM,37.61,0.0
OM,EG,OM,1.2,0.0
IE,EG,IE,6.48,0.0
IE,EG,IE,6.48,0.0
IE,EG,IE,26.79,0.0
CY,LB,CY,8.5,0.0
OM,JO,OM,1.3,0.0
OM,IQ,OM,14.8,0.0
OM,IQ,OM,6.0,0.0
OM,IQ,OM,8.87,0.0
OM,IQ,OM,6.08,0.0
OM,IQ,OM,7.62,0.0
OM,IN,OM,12.45,0.0
OM,IN,OM,38.94,0.0
OM,IN,OM,31.8,0.0
OM,IN,OM,5.0,0.0
OM,OM,OM,1.6,0.0
OM,OM,OM,7.95,0.0
OM,AM,OM,15.84,0.0
OM,OM,OM,3.0,0.0
TH,OM,TH,10.97,0.0
TH,OM,TH,2.33,0.0
TH,OM,TH,1.57,0.0
TH,OM,TH,6.6,0.0
OM,OM,OM,9.7,0.0
NL,OM,NL,37.53,0.0
IE,OM,IE,8.09,0.0
OM,OM,OM,16.7,0.0
OM,TN,OM,6.0,0.0
OM,TN,OM,10.36,0.0
OM,IN,OM,11.0,0.0
GB,OM,GB,18.89,0.0
OM,OM,OM,6.75,0.0
OM,OM,OM,8.59,0.0
OM,OM,OM,2.5,0.0
OM,OM,OM,4.59,0.0
OM,OM,OM,1.3,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,8.9,0.0
IE,OM,IE,2.12,0.0
IE,OM,IE,0.42,0.0
OM,OM,OM,8.8,0.0
OM,OM,OM,1.95,0.0
IE,LB,IE,8.09,0.0
OM,OM,OM,8.6,0.0
OM,OM,OM,4.88,0.0
OM,OM,OM,2.4,0.0
OM,OM,OM,7.57,0.0
OM,OM,OM,1.95,0.0
OM,MA,OM,1.57,0.0
OM,IN,OM,35.0,0.0
OM,IN,OM,36.64,0.0
OM,OM,OM,2.4,0.0
OM,OM,OM,1.5,0.0
OM,OM,OM,11.0,0.0
OM,OM,OM,1.5,0.0
OM,OM,OM,2.0,0.0
OM,OM,OM,13.87,0.0
OM,OM,OM,15.0,0.0
OM,OM,OM,1.2,0.0
SA,OM,SA,31.42,0.0
OM,OM,OM,3.64,0.0
OM,IN,OM,29.5,0.0
GB,OM,GB,7.43,0.0
OM,OM,OM,1.81,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,6.68,0.0
OM,OM,OM,7.0,0.0
OM,OM,OM,2.5,0.0
OM,OM,OM,37.61,0.0
OM,OM,OM,0.5,0.0
OM,OM,OM,0.9,0.0
OM,OM,OM,0.2,0.0
OM,OM,OM,14.0,0.0
OM,OM,OM,3.0,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,5.1,0.0
OM,OM,OM,20.0,0.0
OM,OM,OM,10.0,0.0
AE,OM,AE,10.91,0.0
TH,OM,TH,10.43,0.0
TH,OM,TH,23.44,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,1.4,0.0
OM,OM,OM,3.0,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,15.0,0.0
OM,OM,OM,1.5,0.0
OM,OM,OM,0.2,0.0
OM,OM,OM,20.16,0.0
OM,OM,OM,7.1,0.0
OM,JO,OM,45.42,0.0
OM,JO,OM,75.9,0.0
OM,JO,OM,4.15,0.0
OM,IN,OM,11.5,0.0
OM,IN,OM,32.0,0.0
OM,IN,OM,0.93,0.0
OM,IN,OM,9.9,0.0
OM,IN,OM,1.3,0.0
OM,IN,OM,2.75,0.0
OM,IN,OM,11.53,0.0
OM,OM,OM,3.0,0.0
OM,OM,OM,10.0,0.0
OM,IN,OM,4.8,0.0
OM,IN,OM,8.21,0.0
OM,OM,OM,1.09,0.0
OM,OM,OM,2.87,0.0
NL,JO,NL,6.2,0.0
IE,JO,IE,0.39,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,4.0,0.0
OM,IN,OM,5.51,0.0
OM,IN,OM,4.27,0.0
OM,IN,OM,9.4,0.0
OM,IN,OM,7.08,0.0
OM,OM,OM,3.69,0.0
OM,OM,OM,3.7,0.0
OM,IN,OM,8.1,0.0
OM,IN,OM,26.3,0.0
OM,IN,OM,2.49,0.0
OM,IN,OM,3.97,0.0
OM,PH,OM,5.48,0.0
OM,IN,OM,2.59,0.0
OM,IN,OM,4.09,0.0
OM,IN,OM,6.15,0.0
AE,OM,AE,16.58,0.0
AE,OM,AE,11.56,0.0
AE,OM,AE,14.6,0.0
OM,IN,OM,50.26,0.0
OM,IN,OM,28.27,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,11.2,0.0
OM,IN,OM,3.4,0.0
OM,IN,OM,2.52,0.0
OM,IN,OM,2.1,0.0
OM,IN,OM,1.03,0.0
OM,OM,OM,85.0,0.0
OM,OM,OM,32.59,0.0
OM,OM,OM,4.64,0.0
OM,OM,OM,3.68,0.0
OM,OM,OM,5.35,0.0
OM,OM,OM,1.57,0.0
OM,OM,OM,13.0,0.0
OM,OM,OM,23.99,0.0
OM,OM,OM,16.7,0.0
OM,OM,OM,46.7,0.0
OM,IN,OM,6.2,0.0
OM,IN,OM,42.12,0.0
OM,IN,OM,5.7,0.0
OM,IN,OM,26.25,0.0
OM,OM,OM,1.6,0.0
OM,OM,OM,2.0,0.0
OM,LB,OM,22.0,0.0
OM,LB,OM,22.5,0.0
OM,LB,OM,28.0,0.0
LT,GB,LT,3.08,0.0
LT,GB,LT,12.18,0.0
LT,GB,LT,6.28,0.0
LT,GB,LT,6.38,0.0
LT,GB,LT,7.08,0.0
OM,OM,OM,1.0,0.0
OM,OM,OM,1.35,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,7.76,0.0
OM,OM,OM,3.0,0.0
OM,OM,OM,7.25,0.0
OM,OM,OM,8.69,0.0
OM,OM,OM,111.5,0.0
OM,OM,OM,4.28,0.0
OM,OM,OM,9.2,0.0
OM,IQ,OM,0.3,0.0
OM,IQ,OM,2.48,0.0
LU,IQ,LU,1.08,0.0
OM,GB,OM,10.2,0.0
US,GB,US,0.79,0.0
OM,IN,OM,8.58,0.0
IE,IN,IE,3.93,0.0
AE,JO,AE,8.25,0.0
OM,JO,OM,9.83,0.0
OM,JO,OM,8.4,0.0
OM,JO,OM,3.09,0.0
OM,JO,OM,34.9,0.0
OM,OM,OM,1.9,0.0
OM,OM,OM,14.6,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,10.24,0.0
OM,OM,OM,2.93,0.0
OM,OM,OM,1.1,0.0
OM,OM,OM,4.0,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,0.9,0.0
OM,OM,OM,2.7,0.0
OM,OM,OM,0.87,0.0
OM,OM,OM,1.8,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,14.0,0.0
OM,OM,OM,7.35,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,12.8,0.0
OM,OM,OM,9.7,0.0
OM,OM,OM,2.1,0.0
OM,OM,OM,24.15,0.0
OM,OM,OM,6.0,0.0
OM,OM,OM,2.15,0.0
OM,OM,OM,12.0,0.0
OM,IN,OM,6.92,0.0
OM,IN,OM,5.5,0.0
OM,IN,OM,24.46,0.0
OM,IN,OM,9.3,0.0
OM,OM,OM,1.63,0.0
OM,OM,OM,4.0,0.0
OM,OM,OM,3.8,0.0
OM,OM,OM,1.3,0.0
OM,OM,OM,4.6,0.0
OM,OM,OM,10.8,0.0
OM,OM,OM,1.2,0.0
OM,OM,OM,8.46,0.0
OM,OM,OM,7.59,0.0
OM,OM,OM,1000.0,0.0
IE,OM,IE,1.17,0.0
OM,IN,OM,1.63,0.0
MY,IN,MY,1.79,0.0
ID,IN,ID,24.67,0.0
ID,IN,ID,0.41,0.0
MY,IN,MY,9.6,0.0
MY,IN,MY,2.27,0.0
OM,OM,OM,39.55,0.0
OM,OM,OM,8.92,0.0
GB,GB,GB,71.92,0.0
OM,IN,OM,4.08,0.0
OM,IN,OM,6.09,0.0
OM,IN,OM,2.65,0.0
OM,IN,OM,0.76,0.0
IN,IN,IN,120.7,0.0
IN,IN,IN,44.64,0.0
AE,IN,AE,2.19,0.0
AE,IN,AE,42.79,0.0
AE,IN,AE,26.74,0.0
OM,IN,OM,9.33,0.0
OM,EG,OM,11.73,0.0
OM,EG,OM,2.31,0.0
OM,EG,OM,20.8,0.0
OM,EG,OM,5.46,0.0
OM,EG,OM,8.7,0.0
OM,EG,OM,4.06,0.0
OM,EG,OM,2.72,0.0
OM,EG,OM,3.27,0.0
OM,JO,OM,0.5,0.0
OM,JO,OM,3.6,0.0
OM,JO,OM,4.5,0.0
OM,EG,OM,9.1,0.0
OM,OM,OM,7.0,0.0
AE,SY,AE,33.72,0.0
OM,SY,OM,204.24,0.0
OM,SY,OM,5.72,0.0
OM,SY,OM,3.0,0.0
OM,JO,OM,50.97,0.0
OM,JO,OM,13.0,0.0
OM,EG,OM,14.91,0.0
OM,EG,OM,0.95,0.0
OM,EG,OM,0.45,0.0
OM,EG,OM,0.7,0.0
OM,OM,OM,7.25,0.0
OM,IN,OM,0.6,0.0
OM,OM,OM,6.0,0.0
AE,OM,AE,7.36,0.0
OM,OM,OM,5.03,0.0
OM,OM,OM,1.55,0.0
OM,OM,OM,2.5,0.0
OM,OM,OM,28.82,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,2.0,0.0
OM,OM,OM,8.5,0.0
OM,OM,OM,5.8,0.0
OM,OM,OM,3.61,0.0
OM,IN,OM,12.0,0.0
OM,OM,OM,75.0,0.0
OM,OM,OM,20.6,0.0
AE,GB,AE,4.27,0.0
AE,GB,AE,6.42,0.0
AE,GB,AE,21.39,0.0
AE,GB,AE,4.27,0.0
AE,GB,AE,30.49,0.0
JO,GB,JO,1.08,0.0
JO,GB,JO,2.11,0.0
JO,GB,JO,0.3,0.0
JO,GB,JO,0.96,0.0
JO,GB,JO,1.48,0.0
OM,OM,OM,12.0,0.0
OM,OM,OM,6.7,0.0
OM,OM,OM,10.0,0.0
GB,OM,GB,3.14,0.0
OM,OM,OM,22.81,0.0
OM,OM,OM,40.96,0.0
AU,IR,AU,4.61,0.0
OM,OM,OM,21.83,0.0
OM,OM,OM,3.78,0.0
OM,OM,OM,1.85,0.0
OM,OM,OM,1.1,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,20.0,0.0
OM,OM,OM,1.8,0.0
OM,OM,OM,1.3,0.0
OM,OM,OM,15.0,0.0
OM,SY,OM,18.07,0.0
OM,OM,OM,25.0,0.0
OM,OM,OM,8.0,0.0
AE,OM,AE,38.51,0.0
AE,OM,AE,8.87,0.0
AE,OM,AE,27.42,0.0
AE,OM,AE,5.34,0.0
AE,OM,AE,5.24,0.0
OM,IN,OM,4.93,0.0
OM,IN,OM,0.85,0.0
AE,OM,AE,41.18,0.0
AE,OM,AE,20.32,0.0
AE,OM,AE,295.1,0.0
AE,OM,AE,104.82,0.0
AE,OM,AE,22.46,0.0
AE,OM,AE,133.16,0.0
AE,OM,AE,51.34,0.0
AE,OM,AE,498.04,0.0
IE,OM,IE,8.25,0.0
AE,OM,AE,11.97,0.0
AE,OM,AE,3.28,0.0
AE,OM,AE,2.46,0.0
AE,OM,AE,5.84,0.0
OM,OM,OM,7.04,0.0
OM,OM,OM,7.04,0.0
OM,EG,OM,2.61,0.0
OM,PK,OM,2.5,0.0
OM,PK,OM,5.09,0.0
OM,EG,OM,19.42,0.0
OM,OM,OM,11.4,0.0
OM,IN,OM,6.0,0.0
OM,IN,OM,56.75,0.0
OM,IN,OM,9.66,0.0
OM,OM,OM,14.1,0.0
OM,OM,OM,3.7,0.0
OM,OM,OM,1.14,0.0
OM,OM,OM,2.0,0.0
OM,OM,OM,2.1,0.0
OM,TR,OM,4.89,0.0
NL,TR,NL,4.12,0.0
OM,IN,OM,6.0,0.0
OM,LB,OM,3.73,0.0
OM,LB,OM,6.77,0.0
OM,LB,OM,3.89,0.0
OM,IR,OM,40.0,0.0
OM,IR,OM,40.0,0.0
OM,IR,OM,40.0,0.0
OM,IR,OM,40.0,0.0
OM,IN,OM,1.39,0.0
OM,OM,OM,32.6,0.0
OM,OM,OM,1.0,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,3.0,0.0
OM,OM,OM,24.95,0.0
OM,OM,OM,1.9,0.0
OM,OM,OM,10.0,0.0
IE,OM,IE,38.88,0.0
MA,OM,MA,239.24,0.0
MA,OM,MA,81.42,0.0
OM,OM,OM,19.57,0.0
OM,EG,OM,8.0,0.0
OM,EG,OM,5.88,0.0
OM,OM,OM,44.15,0.0
OM,OM,OM,1.2,0.0
IT,OM,IT,5.81,0.0
IT,OM,IT,5.61,0.0
OM,OM,OM,4.11,0.0
AE,OM,AE,11.23,0.0
OM,OM,OM,1.6,0.0
TR,OM,TR,3.93,0.0
OM,IN,OM,3.25,0.0
OM,OM,OM,15.12,0.0
OM,OM,OM,13.84,0.0
OM,OM,OM,24.7,0.0
US,OM,US,12.33,0.0
US,OM,US,0.94,0.0
AE,OM,AE,1455.5,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,5.0,0.0
NL,OM,NL,4.12,0.0
OM,PK,OM,12.33,0.0
OM,OM,OM,5.06,0.0
OM,OM,OM,8.36,0.0
IE,OM,IE,4.11,0.0
AE,OM,AE,10.4,0.0
OM,OM,OM,12.4,0.0
OM,OM,OM,3.92,0.0
OM,OM,OM,8.9,0.0
OM,OM,OM,5.56,0.0
OM,OM,OM,14.0,0.0
OM,OM,OM,2.3,0.0
OM,OM,OM,8.5,0.0
OM,OM,OM,5.0,0.0
OM,EG,OM,9.7,0.0
OM,EG,OM,2.9,0.0
OM,EG,OM,3.5,0.0
OM,OM,OM,1.65,0.0
OM,IN,OM,7.05,0.0
IE,IN,IE,4.31,0.0
GB,OM,GB,2.72,0.0
GB,OM,GB,22.09,0.0
GB,OM,GB,6.27,0.0
GB,OM,GB,125.19,0.0
GB,OM,GB,22.58,0.0
OM,JO,OM,3.45,0.0
OM,JO,OM,21.9,0.0
OM,JO,OM,17.0,0.0
OM,HR,OM,32.5,0.0
OM,JO,OM,2.5,0.0
OM,JO,OM,9.88,0.0
OM,JO,OM,5.09,0.0
OM,JO,OM,2.65,0.0
OM,JO,OM,5.15,0.0
OM,JO,OM,3.04,0.0
OM,JO,OM,32.9,0.0
AE,SY,AE,53.48,0.0
OM,IN,OM,0.71,0.0
OM,DM,OM,27.8,0.0
AE,JO,AE,5.87,0.0
OM,OM,OM,81.76,0.0
OM,IN,OM,10.18,0.0
AE,IN,AE,0.99,0.0
AE,OM,AE,7.45,0.0
AE,OM,AE,2.89,0.0
OM,OM,OM,1.1,0.0
OM,OM,OM,2.0,0.0
OM,OM,OM,9.18,0.0
OM,OM,OM,11.24,0.0
IE,OM,IE,5.1,0.0
OM,OM,OM,5.5,0.0
OM,OM,OM,9.98,0.0
OM,OM,OM,1.88,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,5.67,0.0
OM,OM,OM,5.1,0.0
OM,OM,OM,2.78,0.0
OM,OM,OM,2.0,0.0
OM,OM,OM,5.0,0.0
OM,OM,OM,7.3,0.0
OM,OM,OM,238.62,0.0
OM,OM,OM,0.4,0.0
AE,OM,AE,7.07,0.0
OM,OM,OM,1.5,0.0
OM,OM,OM,15.0,0.0
OM,OM,OM,8.25,0.0
OM,IR,OM,22.71,0.0
AE,OM,AE,4.27,0.0
OM,OM,OM,1.5,0.0
OM,EG,OM,10.5,0.0
OM,EG,OM,5.51,0.0
OM,EG,OM,1.05,0.0
OM,OM,OM,2.0,0.0
OM,OM,OM,4.0,0.0
OM,OM,OM,6.0,0.0
OM,OM,OM,6.6,0.0
OM,OM,OM,0.15,0.0
OM,OM,OM,2.8,0.0
OM,OM,OM,4.0,0.0
OM,EG,OM,72.5,0.0
OM,EG,OM,2.97,0.0
OM,IN,OM,12.7,0.0
OM,ZA,OM,8.7,0.0
OM,ZA,OM,38.01,0.0
OM,OM,OM,23.1,0.0
OM,OM,OM,12.7,0.0
OM,OM,OM,1.37,0.0
OM,OM,OM,10.0,0.0
OM,OM,OM,8.4,0.0
OM,OM,OM,34.16,0.0
OM,OM,OM,111.8,0.0
OM,OM,OM,1.47,0.0
OM,IN,OM,12.3,0.0
OM,IN,OM,21.2,0.0
OM,IN,OM,13.7,0.0
OM,LB,OM,96.29,0.0
OM,LB,OM,24.63,0.0
OM,LB,OM,78.22,0.0
OM,LB,OM,34.81,0.0
OM,LB,OM,8.29,0.0
OM,JO,OM,1.15,0.0
OM,OM,OM,6.4,0.0
OM,OM,OM,3.67,0.0
OM,JO,OM,16.45,0.0
OM,YE,OM,1.81,0.0
OM,OM,OM,6.69,0.0
OM,OM,OM,11.65,0.0
OM,OM,OM,6.7,0.0
OM,OM,OM,2.0,0.0
OM,OM,OM,20.0,0.0
OM,OM,OM,0.51,0.0
OM,OM,OM,1.2,0.0
OM,OM,OM,400.0,0.0
OM,OM,OM,0.4,0.0
AE,JO,AE,90.89,0.0
AE,JO,AE,19.89,0.0
OM,OM,OM,41.2,0.0
OM,OM,OM,15.0,0.0
OM,OM,OM,26.59,0.0
OM,OM,OM,0.55,0.0
OM,OM,OM,39.18,0.0
OM,OM,OM,9.43,0.0
OM,OM,OM,5.89,0.0
OM,OM,OM,11.57,0.0
OM,OM,OM,45.0,0.0
OM,OM,OM,50.0,0.0
OM,OM,OM,50.0,0.0
OM,OM,OM,12.9,0.0
OM,IN,OM,16.36,0.0
OM,OM,OM,24.75,0.0
OM,OM,OM,25.83,0.0
OM,OM,OM,51.66,0.0
OM,OM,OM,25.83,0.0
OM,OM,OM,25.83,0.0
OM,OM,OM,25.83,0.0
OM,OM,OM,24.75,0.0
OM,OM,OM,49.5,0.0
OM,OM,OM,25.83,0.0
OM,GB,OM,12.6,0.0
OM,GB,OM,17.54,0.0
OM,GB,OM,14.2,0.0
OM,GB,OM,32.61,0.0
CH,EG,CH,4.71,0.0
OM,OM,OM,8.64,0.0
IE,OM,IE,5.1,0.0
CH,OM,CH,59.9,0.0
CH,OM,CH,11.25,0.0
CH,OM,CH,18.0,0.0
CH,OM,CH,0.67,0.0
CH,OM,CH,0.45,0.0
OM,IN,OM,3.55,0.0
OM,OM,OM,15.2,0.0
OM,OM,OM,9.03,0.0
OM,OM,OM,4.8,0.0
OM,OM,OM,4.94,0.0
IE,OM,IE,30.63,0.0
OM,OM,OM,28.62,0.0
OM,OM,OM,2.0,0.0
OM,IN,OM,26.25,0.0
OM,OM,OM,1.2,0.0
OM,EG,OM,2.65,0.0
OM,OM,OM,12.0,0.0
OM,OM,OM,4.6,0.0
OM,OM,OM,5.54,0.0
OM,OM,OM,0.35,0.0
OM,OM,OM,44.6,0.0
TR,OM,TR,7.96,0.0
TR,OM,TR,2.45,0.0
TR,OM,TR,5.44,0.0
TR,OM,TR,0.16,0.0
TR,OM,TR,15.44,0.0
TR,OM,TR,11.65,0.0
TR,OM,TR,2.98,0.0
TR,OM,TR,1.01,0.0
TR,OM,TR,16.33,0.0
TR,OM,TR,6.92,0.0
OM,JO,OM,1.05,0.0
OM,JO,OM,3.77,0.0
OM,JO,OM,3.13,0.0
OM,JO,OM,13.51,0.0
AE,JO,AE,0.56,0.0
OM,PH,OM,10.7,0.0
OM,PH,OM,25.6,0.0
OM,PH,OM,1.6,0.0
OM,PH,OM,3.83,0.0
OM,PH,OM,467.0,0.0
OM,IN,OM,4.69,0.0
OM,IN,OM,2.36,0.0
OM,OM,OM,5.09,0.0
OM,OM,OM,27.5,0.0
OM,OM,OM,0.86,0.0
OM,OM,OM,11.3,0.0
OM,OM,OM,2.31,0.0
OM,OM,OM,6.0,0.0
OM,OM,OM,4.95,0.0
QA,TZ,QA,23.89,0.0
AE,IQ,AE,20.1,0.0
AE,IQ,AE,24.06,0.0
IE,IQ,IE,2.74,0.0
GB,IQ,GB,4.12,0.0
OM,IN,OM,1.5,0.0
OM,OM,OM,366.34,0.0
OM,OM,OM,97.58,0.0
OM,OM,OM,105.7,0.0
OM,SY,OM,12.04,0.0
OM,SY,OM,0.77,0.0
OM,PK,OM,1.5,0.0
OM,PK,OM,20.37,0.0
OM,IN,OM,6.35,0.0
OM,IN,OM,10.9,0.0
OM,OM,OM,58.73,0.0
OM,OM,OM,3.2,0.0
OM,OM,OM,13.2,0.0
OM,OM,OM,21.64,0.0
SG,OM,SG,7.06,0.0
SG,OM,SG,4.7,0.0
SG,OM,SG,16.46,0.0
MA,OM,MA,47.03,0.0
MA,OM,MA,7.12,0.0
MA,OM,MA,46.64,0.0
MA,OM,MA,46.13,0.0
MA,OM,MA,988.08,0.0
MA,OM,MA,186.72,0.0
MA,OM,MA,1653.29,0.0
OM,OM,OM,2.2,0.0
OM,OM,OM,460.0,0.0
OM,OM,OM,20.2,0.0
OM,OM,OM,2.0,0.0
OM,OM,OM,1.19,0.0
OM,OM,OM,1.0,0.0
OM,OM,OM,0.5,0.0
OM,OM,OM,2.1,0.0
OM,IN,OM,15.75,0.0
OM,OM,OM,8.29,0.0
OM,OM,OM,0.67,0.0
AE,OM,AE,5.34,0.0
OM,OM,OM,12.2,0.0
OM,OM,OM,0.4,0.0
OM,OM,OM,2.2,0.0
OM,IN,OM,1.52,0.0
SA,PS,SA,7.33,0.0
OM,PS,OM,120.0,0.0
OM,OM,OM,15.15,0.0
OM,OM,OM,16.0,0.0
OM,OM,OM,1.49,0.0
